year,category,prize,motivation,price_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
2011,Literature,The Nobel Prize in Literature,"because, through his condensed, translucent images, he gives us fresh access to reality",1,868,Individual,Tomas Tranströmer,15/04/1931,Stockholm,Sweden,male,,,,26/03/2015,Stockholm,Sweden
2011,Peace,The Nobel Peace Prize,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,03-Jan,869,Individual,Ellen Johnson Sirleaf,29/10/1938,Monrovia,Liberia,female,,,,,,
2011,Peace,The Nobel Peace Prize,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,03-Jan,870,Individual,Leymah Gbowee,01/02/1972,Monrovia,Liberia,female,,,,,,
2011,Peace,The Nobel Peace Prize,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,03-Jan,871,Individual,Tawakkol Karman,07/02/1979,Ta'izz,Yemen,female,,,,,,
2011,Physics,The Nobel Prize in Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,04-Jan,866,Individual,Adam G. Riess,16/12/1969,"Washington, D.C.",USA,male,Johns Hopkins University,"Baltimore, MD",USA,,,
2011,Physics,The Nobel Prize in Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,04-Jan,865,Individual,Brian P. Schmidt,24/02/1967,"Missoula, MT",USA,male,Australian National University,Weston Creek,Australia,,,
2011,Physics,The Nobel Prize in Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,02-Jan,864,Individual,Saul Perlmutter,01/01/1959,"Champaign-Urbana, IL",USA,male,Lawrence Berkeley National Laboratory,"Berkeley, CA",USA,,,
2011,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the activation of innate immunity,04-Jan,861,Individual,Bruce A. Beutler,29/12/1957,"Chicago, IL",USA,male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,,,
2011,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the activation of innate immunity,04-Jan,862,Individual,Jules A. Hoffmann,02/08/1941,Echternach,Luxembourg,male,University of Strasbourg,Strasbourg,France,,,
2011,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery of the dendritic cell and its role in adaptive immunity,02-Jan,863,Individual,Ralph M. Steinman,14/01/1943,Montreal,Canada,male,Rockefeller University,"New York, NY",USA,30/09/2011,"New York, NY",USA
2012,Chemistry,The Nobel Prize in Chemistry,for studies of G-protein-coupled receptors,02-Jan,879,Individual,Brian K. Kobilka,30/05/1955,"Little Falls, MN",USA,male,Stanford University School of Medicine,"Stanford, CA",USA,,,
2012,Chemistry,The Nobel Prize in Chemistry,for studies of G-protein-coupled receptors,02-Jan,878,Individual,Robert J. Lefkowitz,15/04/1943,"New York, NY",USA,male,Howard Hughes Medical Institute,,USA,,,
2012,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for the theory of stable allocations and the practice of market design,02-Jan,882,Individual,Alvin E. Roth,18/12/1951,"New York, NY",USA,male,Harvard University,"Cambridge, MA",USA,,,
2012,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for the theory of stable allocations and the practice of market design,02-Jan,883,Individual,Lloyd S. Shapley,02/06/1923,"Cambridge, MA",USA,male,University of California,"Los Angeles, CA",USA,12/03/2016,"Tucson, AZ",USA
2012,Literature,The Nobel Prize in Literature,"who with hallucinatory realism merges folk tales, history and the contemporary",1,880,Individual,Mo Yan,02/02/1955,Gaomi,China,male,,,,,,
2012,Peace,The Nobel Peace Prize,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe",1,881,Organization,European Union,01/01/1952,,,,,,,,,
2012,Physics,The Nobel Prize in Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,02-Jan,877,Individual,David J. Wineland,24/02/1944,"Milwaukee, WI",USA,male,National Institute of Standards and Technology,"Boulder, CO",USA,,,
2012,Physics,The Nobel Prize in Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,02-Jan,876,Individual,Serge Haroche,11/09/1944,Casablanca,Morocco,male,Collège de France,Paris,France,,,
2012,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent,02-Jan,875,Individual,Shinya Yamanaka,04/09/1962,Osaka,Japan,male,Kyoto University,Kyoto,Japan,,,
2012,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent,02-Jan,874,Individual,Sir John B. Gurdon,02/10/1933,Dippenhall,United Kingdom,male,Gurdon Institute,Cambridge,United Kingdom,,,
2013,Chemistry,The Nobel Prize in Chemistry,for the development of multiscale models for complex chemical systems,03-Jan,891,Individual,Arieh Warshel,20/11/1940,Kibbutz Sde-Nahum,British Mandate of Palestine,male,University of Southern California,"Los Angeles, CA",USA,,,
2013,Chemistry,The Nobel Prize in Chemistry,for the development of multiscale models for complex chemical systems,03-Jan,889,Individual,Martin Karplus,15/03/1930,Vienna,Austria,male,Université de Strasbourg,Strasbourg,France,,,
2013,Chemistry,The Nobel Prize in Chemistry,for the development of multiscale models for complex chemical systems,03-Jan,890,Individual,Michael Levitt,09/05/1947,Pretoria,South Africa,male,Stanford University School of Medicine,"Stanford, CA",USA,,,
2013,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their empirical analysis of asset prices,03-Jan,894,Individual,Eugene F. Fama,14/02/1939,"Boston, MA",USA,male,University of Chicago,"Chicago, IL",USA,,,
2013,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their empirical analysis of asset prices,03-Jan,895,Individual,Lars Peter Hansen,26/10/1952,"Urbana, IL",USA,male,University of Chicago,"Chicago, IL",USA,,,
2013,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their empirical analysis of asset prices,03-Jan,896,Individual,Robert J. Shiller,29/03/1946,"Detroit, MI",USA,male,Yale University,"New Haven, CT",USA,,,
2013,Literature,The Nobel Prize in Literature,master of the contemporary short story,1,892,Individual,Alice Munro,10/07/1931,Wingham,Canada,female,,,,,,
2013,Peace,The Nobel Peace Prize,for its extensive efforts to eliminate chemical weapons,1,893,Organization,Organisation for the Prohibition of Chemical Weapons,01/01/1997,,,,,,,,,
2013,Physics,The Nobel Prize in Physics,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",02-Jan,887,Individual,François Englert,06/11/1932,Etterbeek,Belgium,male,Université Libre de Bruxelles,Brussels,Belgium,,,
2013,Physics,The Nobel Prize in Physics,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",02-Jan,888,Individual,Peter W. Higgs,29/05/1929,Newcastle upon Tyne,United Kingdom,male,University of Edinburgh,Edinburgh,United Kingdom,,,
2013,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",03-Jan,884,Individual,James E. Rothman,03/11/1950,"Haverhill, MA",USA,male,Yale University,"New Haven, CT",USA,,,
2013,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",03-Jan,885,Individual,Randy W. Schekman,30/12/1948,"St. Paul, MN",USA,male,University of California,"Berkeley, CA",USA,,,
2013,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",03-Jan,886,Individual,Thomas C. Südhof,22/12/1955,Göttingen,Germany,male,Stanford University,"Stanford, CA",USA,,,
2014,Chemistry,The Nobel Prize in Chemistry,for the development of super-resolved fluorescence microscopy,03-Jan,909,Individual,Eric Betzig,13/01/1960,"Ann Arbor, MI",USA,male,"Janelia Research Campus, Howard Hughes Medical Institute","Ashburn, VA",USA,,,
2014,Chemistry,The Nobel Prize in Chemistry,for the development of super-resolved fluorescence microscopy,03-Jan,910,Individual,Stefan W. Hell,23/12/1962,Arad,Romania,male,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany,,,
2014,Chemistry,The Nobel Prize in Chemistry,for the development of super-resolved fluorescence microscopy,03-Jan,911,Individual,William E. Moerner,24/06/1953,"Pleasanton, CA",USA,male,Stanford University,"Stanford, CA",USA,,,
2014,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his analysis of market power and regulation,1,915,Individual,Jean Tirole,09/08/1953,Troyes,France,male,Toulouse School of Economics (TSE),Toulouse,France,,,
2014,Literature,The Nobel Prize in Literature,"for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation",1,912,Individual,Patrick Modiano,30/07/1945,Paris,France,male,,,,,,
2014,Peace,The Nobel Peace Prize,for their struggle against the suppression of children and young people and for the right of all children to education,02-Jan,913,Individual,Kailash Satyarthi,11/01/1954,Vidisha,India,male,,,,,,
2014,Peace,The Nobel Peace Prize,for their struggle against the suppression of children and young people and for the right of all children to education,02-Jan,914,Individual,Malala Yousafzai,12/07/1997,Mingora,Pakistan,female,,,,,,
2014,Physics,The Nobel Prize in Physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,03-Jan,907,Individual,Hiroshi Amano,11/09/1960,Hamamatsu,Japan,male,Nagoya University,Nagoya,Japan,,,
2014,Physics,The Nobel Prize in Physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,03-Jan,906,Individual,Isamu Akasaki,30/01/1929,Chiran,Japan,male,Meijo University,Nagoya,Japan,01/04/2021,Nagoya,Japan
2014,Physics,The Nobel Prize in Physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,03-Jan,908,Individual,Shuji Nakamura,22/05/1954,Ikata,Japan,male,University of California,"Santa Barbara, CA",USA,,,
2014,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of cells that constitute a positioning system in the brain,04-Jan,905,Individual,Edvard I. Moser,27/04/1962,Ålesund,Norway,male,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,,,
2014,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of cells that constitute a positioning system in the brain,02-Jan,903,Individual,John O'Keefe,18/11/1939,"New York, NY",USA,male,University College,London,United Kingdom,,,
2014,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of cells that constitute a positioning system in the brain,04-Jan,904,Individual,May-Britt Moser,04/01/1963,Fosnavåg,Norway,female,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,,,
2015,Chemistry,The Nobel Prize in Chemistry,for mechanistic studies of DNA repair,03-Jan,923,Individual,Aziz Sancar,08/09/1946,Savur,Turkey,male,University of North Carolina,"Chapel Hill, NC",USA,,,
2015,Chemistry,The Nobel Prize in Chemistry,for mechanistic studies of DNA repair,03-Jan,922,Individual,Paul Modrich,13/06/1946,"Raton, NM",USA,male,Howard Hughes Medical Institute,"Durham, NC",USA,,,
2015,Chemistry,The Nobel Prize in Chemistry,for mechanistic studies of DNA repair,03-Jan,921,Individual,Tomas Lindahl,28/01/1938,Stockholm,Sweden,male,Francis Crick Institute,Hertfordshire,United Kingdom,,,
2015,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"for his analysis of consumption, poverty, and welfare",1,926,Individual,Angus Deaton,19/10/1945,Edinburgh,Scotland,male,Princeton University,"Princeton, NJ",USA,,,
2015,Literature,The Nobel Prize in Literature,"for her polyphonic writings, a monument to suffering and courage in our time",1,924,Individual,Svetlana Alexievich,31/05/1948,Ivano-Frankivsk,Ukraine,female,,,,,,
2015,Peace,The Nobel Peace Prize,for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011,1,925,Organization,National Dialogue Quartet,,,Tunisia,,,,,,,
2015,Physics,The Nobel Prize in Physics,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",02-Jan,920,Individual,Arthur B. McDonald,29/08/1943,Sydney,Canada,male,Queen's University,Kingston,Canada,,,
2015,Physics,The Nobel Prize in Physics,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",02-Jan,919,Individual,Takaaki Kajita,09/03/1959,Higashimatsuyama,Japan,male,University of Tokyo,Kashiwa,Japan,,,
2015,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,04-Jan,917,Individual,Satoshi Ōmura,12/07/1935,Yamanashi Prefecture,Japan,male,Kitasato University,Tokyo,Japan,,,
2015,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for her discoveries concerning a novel therapy against Malaria,02-Jan,918,Individual,Tu Youyou,30/12/1930,Zhejiang Ningbo,China,female,China Academy of Traditional Chinese Medicine,Beijing,China,,,
